TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,sayisal,0.34782606,0.58868334,0.4347826,0.58868334,0.4347826,0.95429815,0.34782606,0.95429815
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,bilgiler_elle,0.51990202,0.09249187,0.66319656,0.09249187,0.66319656,0.2905332,0.51990202,0.2905332
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,kenarcizgi,0.0410288,0.0979325,0.07409674,0.0979325,0.07409674,0.964091405,0.0410288,0.964091405
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,sayisal,0.80526638,0.57236126,0.90691978,0.57236126,0.90691978,0.94015234,0.80526638,0.94015234
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,sozel,0.1769749,0.58759522,0.34843844,0.58759522,0.34843844,0.95865071,0.1769749,0.95865071
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,kenarcizgi,0.5021433,0.08705115,0.5223515,0.08705115,0.5223515,0.947769314,0.5021433,0.947769314
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,kitapcik_cinsiyet,0.52112675,0.30032647,0.6240049,0.30032647,0.6240049,0.3569097,0.52112675,0.3569097
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,soyadi_adi,0.6950398,0.0837867,0.885486834,0.0837867,0.885486834,0.53101197,0.6950398,0.53101197
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,tc,0.524801,0.5429815,0.6160441,0.5429815,0.6160441,0.7203482,0.524801,0.7203482
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,bilgiler_elle,0.07715863,0.1055495,0.22412735,0.1055495,0.22412735,0.31447226,0.07715863,0.31447226
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,soyadi_adi,0.25352114,0.1033732,0.4366197,0.1033732,0.4366197,0.55059847,0.25352114,0.55059847
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,kitapcik_cinsiyet,0.0747091,0.31991297,0.1800367,0.31991297,0.1800367,0.37323177,0.0747091,0.37323177
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,cevaplar,0.17452544,0.5538629,0.4329455,0.5538629,0.4329455,0.959738847,0.17452544,0.959738847
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,sinif_sube,0.66319656,0.0903156,0.70055112,0.0903156,0.70055112,0.4940152,0.66319656,0.4940152
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,tc,0.0673607,0.56039172,0.1653399,0.56039172,0.1653399,0.74428728,0.0673607,0.74428728
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,cevaplar,0.63441518,0.53971708,0.90569504,0.53971708,0.90569504,0.943416756,0.63441518,0.943416756
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,sinif_sube,0.22290266,0.1077258,0.2553582,0.1077258,0.2553582,0.51033732,0.22290266,0.51033732
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,kurum_ogrenci_no,0.0716473,0.3786725,0.1806491,0.3786725,0.1806491,0.56039172,0.0716473,0.56039172
TRAIN,gs://optik-vcm/augmented/80_flip2.jpg,sozel,0.63563994,0.5734494,0.81139009,0.5734494,0.81139009,0.944504898,0.63563994,0.944504898
