TRAIN,out/80_gaussian_flipY.jpg,kurum_ogrenci_no,764,1432,342,1432,342,1047,764,1047
TRAIN,out/80_gaussian_flipY.jpg,sayisal,-10,925,-358,925,-358,102,-10,102
TRAIN,out/80_gaussian_flipY.jpg,bilgiler_elle,903,2041,330,2041,330,1596,903,1596
TRAIN,out/80_gaussian_flipY.jpg,kenarcizgi,-1453,2029,-1585,2029,-1585,80,-1453,80
TRAIN,out/80_gaussian_flipY.jpg,sayisal,1878,962,1472,962,1472,134,1878,134
TRAIN,out/80_gaussian_flipY.jpg,sozel,-356,927,-1042,927,-1042,93,-356,93
TRAIN,out/80_gaussian_flipY.jpg,kenarcizgi,340,2054,259,2054,259,117,340,117
TRAIN,out/80_gaussian_flipY.jpg,kitapcik_cinsiyet,747,1574,335,1574,335,1446,747,1446
TRAIN,out/80_gaussian_flipY.jpg,soyadi_adi,1792,2061,1031,2061,1031,1055,1792,1055
TRAIN,out/80_gaussian_flipY.jpg,tc,715,1028,350,1028,350,629,715,629
TRAIN,out/80_gaussian_flipY.jpg,bilgiler_elle,-853,2012,-1441,2012,-1441,1542,-853,1542
TRAIN,out/80_gaussian_flipY.jpg,soyadi_adi,-3,2017,-735,2017,-735,1011,-3,1011
TRAIN,out/80_gaussian_flipY.jpg,kitapcik_cinsiyet,-1029,1530,-1451,1530,-1451,1410,-1029,1410
TRAIN,out/80_gaussian_flipY.jpg,cevaplar,-18,1003,-1051,1003,-1051,90,-18,90
TRAIN,out/80_gaussian_flipY.jpg,sinif_sube,1053,2046,903,2046,903,1138,1053,1138
TRAIN,out/80_gaussian_flipY.jpg,tc,-1088,989,-1480,989,-1480,575,-1088,575
TRAIN,out/80_gaussian_flipY.jpg,cevaplar,1873,1035,788,1035,788,127,1873,127
TRAIN,out/80_gaussian_flipY.jpg,sinif_sube,-728,2007,-858,2007,-858,1101,-728,1101
TRAIN,out/80_gaussian_flipY.jpg,kurum_ogrenci_no,-1027,1397,-1463,1397,-1463,989,-1027,989
TRAIN,out/80_gaussian_flipY.jpg,sozel,1496,959,793,959,793,124,1496,124
TRAIN,out/74_gaussian_flipY.jpg,kitapcik_cinsiyet,2165,805,1721,805,1721,668,2165,668
TRAIN,out/74_gaussian_flipY.jpg,kenarcizgi,2248,1417,2118,1417,2118,195,2248,195
TRAIN,out/74_gaussian_flipY.jpg,bilgiler_elle,2133,673,1525,673,1525,215,2133,215
TRAIN,out/74_gaussian_flipY.jpg,sinif_sube,1528,1126,1391,1126,1391,213,1528,213
TRAIN,out/74_gaussian_flipY.jpg,sayisal,1087,2147,720,2147,720,1309,1087,1309
TRAIN,out/74_gaussian_flipY.jpg,sozel,1807,2144,1072,2144,1072,1307,1807,1307
TRAIN,out/74_gaussian_flipY.jpg,sozel,-762,2156,-1171,2156,-1171,1319,-762,1319
